code,name,secondary_name,state,begin_date,end_date,campaign,result,latitude,longitude,coord_source,summary
VA050,Swift Creek,Arrowfield Church,VA,5/9/1864,5/9/1864,Bermuda Hundred Campaign,Indecisive,37.2861,-77.4118,Wikidata Q2402094,"On May 9, Maj. Gen. Benjamin Butler made a thrust toward Petersburg and was met by Bushrod Johnson’s Division at Swift Creek. A premature Confederate attack at Arrowfield Church was driven back with heavy losses, but Union forces did not follow up. After skirmishing, Butler seemed content to tear up the railroad tracks and did not press the defenders. In conjunction with the advance to Swift Creek, five Federal gunboats steamed up the Appomattox River to bombard Fort Clifton, while Hincks’s U.S. Colored Troops infantry division struggled through marshy ground from the land side. The gunboats w"
VA051,Chester Station,,VA,5/10/1864,5/10/1864,Bermuda Hundred Campaign,Indecisive,37.35286111,-77.41225,Wikidata Q1972073,"On May 10, elements of Maj. Gen. Robert Ransom’s division conducted a reconnaissance-in-force against a portion of Butler’s army that was destroying the railroad at Chester Station. The Confederates attacked near the Winfree House, and the Federals retired to their Bermuda Hundred lines."
VA052,Yellow Tavern,,VA,5/11/1864,5/11/1864,Grant's Overland Campaign,Union Victory,37.6599,-77.4552,Wikidata Q176216,"As the battle between Grant and Lee raged at Spotsylvania Court House, the Union cavalry corps under Maj. Gen. Philip Sheridan embarked on a cavalry raid against Richmond. After disrupting Lee’s road and rail communications, Sheridan’s cavalry expedition climaxed with the battle of Yellow Tavern on May 11. The outnumbered Confederate cavalry was defeated, and Maj. Gen. J.E.B. Stuart was mortally wounded. Sheridan continued south to threaten the Richmond defenses before joining Butler’s command at Bermuda Hundred. After refitting, Sheridan rejoined the Army of the Potomac on May 25 for the marc"
VA053,Proctor's Creek,"Drewry's Bluff, Fort Darling",VA,5/12/1864,5/16/1864,Bermuda Hundred Campaign,Confederate Victory,37.3935,-77.4277,Wikidata Q2566024,"After his repulse at Swift Creek and Fort Clifton on May 9, Maj. Gen. Benjamin Butler withdrew into his entrenchments at Bermuda Hundred. A Confederate army of 18,000 was patched together under command of Gen. P.G.T. Beauregard to confront Butler’s 30,000. On May 12, Butler moved north against the Confederate line at Drewry’s Bluff but again adopted a defensive posture when his attack was not supported by gunboats. On the 13th a Union column struck the right flank of the Confederate line at the Wooldridge House, carrying a line of works. Butler remained cautious, however, giving Beauregard tim"
VA054,Ware Bottom Church,,VA,5/20/1864,5/29/1864,Bermuda Hundred Campaign,Confederate Victory,37.34444444,-77.39138889,Wikidata Q3542881,"On May 20, Confederate forces under Gen. P.G.T. Beauregard attacked Butler’s Bermuda Hundred line near Ware Bottom Church. About 10,000 troops were involved in this action. After driving back Butler’s advanced pickets, the Confederates constructed the Howlett Line, effectively bottling up the Federals at Bermuda Hundred. Confederate victories at Proctor’s Creek and Ware Bottom Church enabled Beauregard to detach strong reinforcements for Lee’s army in time for the fighting at Cold Harbor."
VA055,North Anna,"Telegraph Road Bridge, Jericho Mill, Ox Ford, Quarles Mill, Hanover Junction",VA,5/23/1864,5/26/1864,Grant's Overland Campaign,Indecisive,37.8862,-77.4943,Wikidata Q601317,"After the fighting at Spotsylvania Court House, Grant continued his Overland Offensive against Lee’s Army of Northern Virginia. He was brought up short on the North Anna River by Lee’s widely studied ’hog snout line,’ which forced Grant to divide his army into three parts in order to attack. On May 23, 1864, one of A.P. Hill’s divisions assaulted the V Corps which had crossed the river at Jericho Mill, resulting in bloody see-saw fighting. On the 24th, Union infantry was repulsed at Ox Ford (the snout) but advanced to near the Doswell House on the Confederate right. Lee hoped to strike an offe"
VA056,Wilson's Wharf,Fort Pocahontas,VA,5/24/1864,5/24/1864,Grant's Overland Campaign,Union Victory,37.3067,-76.9967,Wikidata Q1886301,"On May 24, Fitzhugh Lee’s cavalry division (about 3,000 men) attacked the Union supply depot at Wilson’s Wharf and was repulsed by two black regiments under Brig. Gen. Edward Wild (about 1,800 men)."
VA057,Totopotomoy Creek,"Bethesda Church, Crumps Creek, Matadequin Creek, Shady Grove Road, Hanovertown",VA,5/28/1864,5/30/1864,Grant's Overland Campaign,Indecisive,37.634,-77.2987,Wikidata Q152158,"Operations along Totopotomoy Creek opened with cavalry combats at the Pamunkey River crossing at Dabney’s Ferry (Hanovertown) and at Crump’s Creek on May 27. During the cavalry fight at Haw’s Shop on May 28, Union and Confederate infantry arrived in the vicinity. The Confederates entrenched behind Totopotomoy Creek. On the 29th, the Union II, IX, and V Corps probed Lee’s position along the creek, while the VI Corps felt its way toward Hanover Court House. Early on the 30th, the VI Corps turned south to come in on the far right flank of the Union line (II Corps) but bogged down in swampy Crump’"
VA058,Haw's Shop,Enon Church,VA,5/28/1864,5/28/1864,Grant's Overland Campaign,Indecisive,37.676,-77.3118,Wikidata Q135468,"Gregg’s cavalry division, supported by Torbert’s division, advanced to cover the Army of the Potomac’s crossing of the Pamunkey River and movement toward Totopotomoy Creek. Fitzhugh Lee’s and Hampton’s cavalry divisions, later reinforced by Butler’s South Carolina brigade, met the Federals at Enon Church. After seven hours of mostly dismounted cavalry fighting, the Federal advance was stopped. Both Confederate and Union infantry began arriving in the vicinity as the cavalry fighting raged."
VA059,Old Church,Matadequin Creek,VA,5/30/1864,5/30/1864,Grant's Overland Campaign,Union Victory,37.6444,-77.2209,Wikidata Q195118,"With the armies stalemated along the Totopotomoy Creek line, the Federal cavalry began probing east and south. On May 30, Torbert’s Division attacked and defeated Butler's Brigade near Old Church. Butler's troopers were driven steadily back on the road to Old Cold Harbor, opening the door for Sheridan’s capture of the important crossroads the next day."
VA062,Cold Harbor,Second Cold Harbor,VA,5/31/1864,6/12/1864,Grant's Overland Campaign,Confederate Victory,37.59,-77.285,Wikidata Q497797,"On May 31, Sheridan’s cavalry seized the vital crossroads of Old Cold Harbor. Early on June 1, relying heavily on their new repeating carbines and shallow entrenchments, Sheridan’s troopers threw back an attack by Confederate infantry. Confederate reinforcements arrived from Richmond and from the Totopotomoy Creek lines. Late on June 1, the Union VI and XVIII Corps reached Cold Harbor and assaulted the Confederate works with some success. By June 2, both armies were on the field, forming on a seven-mile front that extended from Bethesda Church to the Chickahominy River. At dawn June 3, the II "
VA063,Petersburg II,Assault on Petersburg,VA,6/15/1864,6/18/1864,Richmand-Petersburg Campaign,Confederate Victory,37.1776,-77.4774,Wikidata Q4462586,"Marching from Cold Harbor, Meade’s Army of the Potomac crossed the James River on transports and a 2,200-foot long pontoon bridge at Windmill Point. Butler’s leading elements (XVIII Corps and Kautz’s cavalry) crossed the Appomattox River at Broadway Landing and attacked the Petersburg defenses on June 15. The 5,400 defenders of Petersburg under command of Gen. P.G.T. Beauregard were driven from their first line of entrenchments back to Harrison Creek. After dark the XVIII Corps was relieved by the II Corps. On June 16, the II Corps captured another section of the Confederate line; on the 17th,"
VA064,Lynchburg,,VA,6/17/1864,6/18/1864,Lynchburg Campaign,Confederate Victory,37.3845,-79.1832,Wikidata Q4871619,"From Lexington, Maj. Gen. David Hunter advanced against the Confederate rail and canal depots and the hospital complex at Lynchburg. Reaching the outskirts of town on June 17, his first tentative attacks were thwarted by the timely arrival by rail of Lt. Gen. Jubal A. Early’s II Corps vanguard from Charlottesville. Hunter withdrew the next day after sporadic fighting because of a critical shortage of supplies. His line of retreat through West Virginia took his army out of the war for nearly a month and opened the Shenandoah Valley for a Confederate advance into Maryland."
VA065,Jerusalem Plank Road,First Battle of Weldon Railroad,VA,6/21/1864,6/23/1864,Richmand-Petersburg Campaign,Union Victory,37.1844,-77.3767,Wikidata Q4871326,"On June 21, the Union II Corps, supported by the VI Corps, attempted to cut the Weldon Railroad, one of the major supply lines into Petersburg. The movement was preceded by Wilson’s cavalry division which began destroying tracks. On June 22, troops from Lt. Gen. A.P. Hill’s corps led by Brig. Gen. William Mahone counterattacked, forcing the II Corps away from the railroad to positions on the Jerusalem Plank Road. Although the Federals were driven from their advanced positions, they were able to extend their siege lines farther to the west."
VA066,Saint Mary's Church,,VA,6/24/1864,6/24/1864,Grant's Overland Campaign,Indecisive,37.4322,-77.1506,Wikidata Q2470074,"On June 24, Maj. Gen. Wade Hampton’s cavalry attempted to cut off Sheridan’s cavalry returning from their raid to Trevilian Station. Sheridan fought a delaying action to protect a long supply train under his protection, then rejoined the Union army at Bermuda Hundred."
VA067,Sappony Church,Stony Creek Depot,VA,6/28/1864,6/28/1864,Richmand-Petersburg Campaign,Confederate Victory,36.94588889,-77.45305556,Wikidata Q4872312,"Maj. Gen. William H.F. ’Rooney’ Lee’s cavalry division pursued Wilson’s and Kautz’s raiders who failed to destroy the Staunton River Bridge on June 25. Wilson and Kautz headed east and, on June 28, crossed the Nottoway River at the Double Bridges and headed north to Stony Creek Depot on the Weldon Railroad. Here, they were attacked by Maj. Gen. Wade Hampton’s cavalry division. Later in the day, William H.F. Lee’s Division arrived to join forces with Hampton, and the Federals were heavily pressured. During the night, Wilson and Kautz disengaged and pressed north on the Halifax Road for the supp"
VA068,Ream's Station I,Reams' Station,VA,6/29/1864,6/29/1864,Richmand-Petersburg Campaign,Confederate Victory,37.0959,-77.4226,Wikidata Q5452530,"Early morning June 29, Brig. Gen. August Kautz’s division reached Ream’s Station on the Weldon Railroad, which was thought to be held by Union infantry. Instead, Kautz found the road barred by Mahone’s Confederate infantry division. Wilson’s division, fighting against elements of William H.F. ’Rooney’ Lee’s cavalry, joined Kautz’s near Ream’s Station, where they were virtually surrounded. About noon, Mahone’s infantry assaulted their front while Fitzhugh Lee’s cavalry division threatened the Union left flank. The raiders burned their wagons and abandoned their artillery. Separated by the Confe"
VA069,Deep Bottom I,"Darbytown, Stawberry Plains, New Market Road, Gravel Hill",VA,7/27/1864,7/27/1864,Richmand-Petersburg Campaign,Confederate Victory,37.4359,-77.2609,Wikidata Q5452508,"During the night of July 26-27, the Union II Corps and two divisions of Sheridan’s cavalry under command of Maj. Gen. Winfield Scott Hancock crossed to the north side of James River to threaten Richmond. This demonstration diverted Confederate forces from the impending attack at Petersburg on July 30. Union efforts to turn the Confederate position at New Market Heights and Fussell’s Mill were abandoned when the Confederates strongly reinforced their lines and counterattacked. During the night of July 29, the Federals recrossed the river leaving a garrison as heretofore to hold the bridgehead a"
VA070,Crater,The Mine,VA,7/30/1864,7/30/1864,Richmand-Petersburg Campaign,Confederate Victory,37.1805571,-77.371993,"OpenStreetMap: Addison Crater Woods, Petersburg, Virginia, United States","After weeks of preparation, on July 30 the Federals exploded a mine in Burnside’s IX Corps sector beneath Pegram’s Salient, blowing a gap in the Confederate defenses of Petersburg. From this propitious beginning, everything deteriorated rapidly for the Union attackers. Unit after unit charged into and around the crater, where soldiers milled in confusion. The Confederates quickly recovered and launched several counterattacks led by Maj. Gen. William Mahone. The break was sealed off, and the Federals were repulsed with severe casualties. Ferrarro’s division of black soldiers was badly mauled. T"
VA071,Deep Bottom II,"New Market Road, Fussell's Mill, Bailey's Creek, Charles City Road, White's Tavern",VA,8/13/1864,8/20/1864,Richmand-Petersburg Campaign,Confederate Victory,37.4359,-77.2609,Wikidata Q5452508,"During the night of August 13-14, the Union II Corps, X Corps, and Gregg’s cavalry division, all under command of Maj. Gen. Winfield Scott Hancock, crossed James River at Deep Bottom to threaten Richmond, coordinating with a movement against the Weldon Railroad at Petersburg. On August 14, the X Corps closed on New Market Heights while the II Corps extended the Federal line to the right along Bailey’s Creek. During the night, the X Corps was moved to the far right flank of the Union line near Fussell’s Mill. On August 16, Union assaults near Fussell’s Mill were initially successful, but Confed"
VA072,Globe Tavern,"Second Battle of Weldon Railroad, Yellow Tavern, Yellow House, Blick's Station",VA,8/18/1864,8/21/1864,Richmand-Petersburg Campaign,Union Victory,37.1747,-77.4203,Wikidata Q4871114,"While Hancock’s command demonstrated north of the James River at Deep Bottom, the Union V Corps and elements of the IX and II Corps under command of Maj. Gen. G.K. Warren were withdrawn from the Petersburg entrenchments to operate against the Weldon Railroad. At dawn August 18, Warren advanced, driving back Confederate pickets until reaching the railroad at Globe Tavern. In the afternoon, Maj. Gen. Henry Heth’s division attacked driving Ayres’s division back toward the tavern. Both sides entrenched during the night. On August 19, Maj. Gen. William Mahone, whose division had been hastily return"
VA073,Ream's Station II,Reams' Station,VA,8/25/1864,8/25/1864,Richmand-Petersburg Campaign,Confederate Victory,37.0959,-77.4226,Wikidata Q5452530,"On August 24, Union II Corps moved south along the Weldon Railroad, tearing up track, preceded by Gregg’s cavalry division. On August 25, Maj. Gen. Henry Heth attacked and overran the faulty Union position at Ream’s Station, capturing 9 guns, 12 colors, and many prisoners. The old II Corps was shattered. Maj. Gen. Winfield Scott Hancock withdrew to the main Union line near the Jerusalem Plank Road, bemoaning the declining combat effectiveness of his troops."
VA074,Peebles' Farm,"Poplar Springs Church, Wyatt's Farm, Chappell's House, Pegram's Farm, Vaughan Road",VA,9/30/1864,10/2/1864,Richmand-Petersburg Campaign,Union Victory,37.1705,-77.4537,Wikidata Q4872004,"In combination with Maj. Gen. Benjamin Butler’s offensive north of the James River, Lt. Gen. Ulysses S. Grant extended his left flank to cut Confederate lines of communication southwest of Petersburg. Two divisions of the IX corps under Maj. Gen. John G. Parke, two divisions of the V Corps under Maj. Gen. G.K. Warren, and Brig. Gen. David M. Gregg’s cavalry division were assigned to the operation. On September 30, the Federals marched via Poplar Spring Church to reach Squirrel Level and Vaughan Roads. The initial Federal attack overran Fort Archer, flanking the Confederates out of their Squirr"
VA075,Chaffin's Farm / New Market Heights,"Combats at New Market Heights, Fort Harrison, Fort Johnson, Fort Gilmer, Laurel Hill",VA,9/29/1864,9/30/1864,Richmand-Petersburg Campaign,Union Victory,,,,"During the night of September 28-29, Maj. Gen. Benjamin Butler’s Army of the James crossed James River to assault the Richmond defenses north of the river. The columns attacked at dawn. After initial Union successes at New Market Heights and Fort Harrison, the Confederates rallied and contained the breakthrough. Lee reinforced his lines north of the James and, on September 30, he counterattacked unsuccessfully. The Federals entrenched, and the Confederates erected a new line of works cutting off the captured forts. Union general Burnham was killed. As Grant anticipated, Lee shifted troops to m"
VA076,Saltville I,,VA,10/2/1864,10/2/1864,Hood's Operations Against Sherman's Communications,Union Victory,36.8857,-81.7592,Wikidata Q3401918,"Union cavalry and infantry raiders led by Brig. Gen. Stephen Burbridge attempted to destroy the saltworks near Saltville. He was delayed at Clinch Mountain and Laurel Gap by a makeshift Confederate force, enabling Brig. Gen. Alfred E. Jackson to concentrate troops near Saltville to meet him. On the morning of October 1, the Federals attacked but made little headway. Confederate reinforcements continued to arrive during the day. After day-long fighting, Burbridge retired without accomplishing his objective. Afterwards, Confederate soldiers were said to have murdered, captured, and wounded black"
VA077,Darbytown & New Market Roads,"Johnson's Farm, Fourmile Creek",VA,10/7/1864,10/7/1864,Richmand-Petersburg Campaign,Union Victory,,,,"Responding to the loss of Fort Harrison and the increasing Federal threat against Richmond, Gen. Robert E. Lee directed an offensive against the Union far right flank on October 7. After routing the Federal cavalry from their position covering Darbytown Road, Field’s and Hoke’s divisions assaulted the main Union defensive line along New Market Road and were repulsed. Confederate Gen. John Gregg of the Texas brigade was killed. The Federals were not dislodged, and Lee withdrew into the Richmond defenses."
VA078,Darbytown Road,Alms House,VA,10/13/1864,10/13/1864,Richmand-Petersburg Campaign,Confederate Victory,37.483,-77.3574,Wikidata Q4870845,"On October 13, Union forces advanced to find and feel the new Confederate defensive line in front of Richmond. While mostly a battle of skirmishers, a Federal brigade assaulted fortifications north of Darbytown Road and was repulsed with heavy casualties. The Federals retired to their entrenched lines along New Market Road."
VA079,Boydton Plank Road,"Hatcher's Run, Burgess' Mill",VA,10/27/1864,10/27/1864,Richmand-Petersburg Campaign,Confederate Victory,37.1431,-77.5116,Wikidata Q4870539,"Directed by Maj. Gen. Winfield Scott Hancock, divisions from three Union corps (II, V, and IX) and Gregg’s cavalry division, numbering more than 30,000 men, withdrew from the Petersburg lines and marched west to operate against the Boydton Plank Road and South Side Railroad. The initial Union advance on October 27 gained the Boydton Plank Road, a major campaign objective. But that afternoon, a counterattack near Burgess’ Mill spearheaded by Maj. Gen. Henry Heth’s division and Maj. Gen. Wade Hampton’s cavalry isolated the II Corps and forced a retreat. The Confederates retained control of the B"
VA080,Fair Oaks & Darbytown Road,Second Fair Oaks,VA,10/27/1864,10/28/1864,Richmand-Petersburg Campaign,Confederate Victory,37.494,-77.334,Wikidata Q4870994,"In combination with movements against the Boydton Plank Road at Petersburg, Maj. Gen. Benjamin Butler attacked the Richmond defenses along Darbytown Road with the X Corps. The XVIII Corps marched north to Fair Oaks where it was soundly repulsed by Field's Confederate division. Confederate forces counterattacked, taking some 600 prisoners. The Richmond defenses remained intact. Of Grant’s offensives north of the James River, this was repulsed most easily."
VA081,Marion,,VA,12/16/1864,12/18/1864,Franklin-Nashville Campaign,Union Victory,36.852,-81.4873,Wikidata Q4871678,"Riding through the Cumberland Gap, Stoneman’s expedition advanced on the important lead mines and salt ponds around Marion and Saltville. On December 17, Stoneman defeated a makeshift force of Confederate defenders. On the 18th, the Federals destroyed the leadworks and mines. On the 20th, they captured and destroyed the salt works at Saltville."
VA082,Saltville II,,VA,12/20/1864,12/21/1864,Franklin-Nashville Campaign,Union Victory,36.8857,-81.7592,Wikidata Q3401918,"After defeating a Confederate force at Marion on the December 17-18, Stoneman’s expedition advanced to Saltville. After determined skirmishing on the part of the outnumbered Confederate defenders, the Federals captured and destroyed the saltworks, accomplishing the objective of their raid."
VA083,Hatcher's Run,"Dabney's Mill, Rowanty Creek, Armstrong's Mill, Vaughan Road",VA,2/5/1865,2/7/1865,Richmond-Petersburg Campaign Continued,Union Victory,37.1305,-77.4853,Wikidata Q4871195,"On February 5, Bvt. Brig. Gen. David Gregg’s cavalry division rode out to the Boydton Plank Road via Ream's Station and Dinwiddie Court House in an attempt to intercept Confederate supply trains. Maj. Gen. G.K. Warren with the V Corps crossed Hatcher’s Run and took up a blocking position on the Vaughan Road to prevent interference with Gregg’s operations. Two divisions of the II Corps under Maj. Gen. A.A. Humphreys shifted west to near Armstrong’s Mill to cover Warren’s right flank. Late in the day, Maj. Gen. John B. Gordon attempted to turn Humphreys right flank near the mill but was repulsed"
VA084,Fort Stedman,,VA,3/25/1865,3/25/1865,Richmond-Petersburg Campaign Continued,Union Victory,37.226,-77.371,Wikidata Q543094,"In a last-gasp offensive, Gen. Robert E. Lee amassed nearly half of his army in an attempt to break through Grant’s Petersburg defenses and threaten his supply depot at City Point. Directed by Maj. Gen. John B. Gordon, the pre-dawn assault on March 25 overpowered the garrisons of Fort Stedman and Batteries X, XI, and XII. The Confederates were brought under a killing crossfire, and counterattacks led by Maj. Gens. Parke and Hartranft contained the breakthrough, cut off, and captured more than 1,900 of the attackers. During the day, elements of the II and VI Corps assaulted and captured the ent"
VA085,Lewis's Farm,"Quaker Road, Military Road, Gravelly Run",VA,3/29/1865,3/29/1865,Appomatox Campaign,Union Victory,37.128333333,-77.527777777,Wikidata Q1129674,"On March 29, in the opening moves of Grant’s spring offensive, Sheridan marched with the army’s cavalry followed by the V Corps toward Dinwiddie Court House to turn the right flank of Lee’s Petersburg defenses. The Union V Corps under Maj. Gen. G.K. Warren crossed Rowanty Creek, moved up the Quaker Road toward the Boydton Plank Road intersection, and encountered Johnson's Confederate brigades. A sharp firefight forced the Confederates back to their entrenchments on the White Oak Road."
VA086,Dinwiddie Court House,,VA,3/31/1865,3/31/1865,Appomatox Campaign,Confederate Victory,37.07725,-77.58711,Wikidata Q688807,"On March 29, with the Cavalry Corps and the II and V Corps, Sheridan undertook a flank march to turn Gen. Robert E. Lee’s Petersburg defenses. A steady downpour turned the roads to mud, slowing the advance. On March 31, Maj. Gen. W.H. Fitzhugh Lee’s cavalry and Pickett’s infantry division met the Union vanguard north and northwest of Dinwiddie Court House and drove it back, temporarily stalling Sheridan’s movement. With Union infantry approaching from the east, Pickett withdrew before daybreak to entrench at the vital road junction at Five Forks. Lee ordered Pickett to hold this intersection a"
VA087,White Oak Road,"Hatcher's Run, Gravelly Run, Boydton Plank Road, White Oak Road",VA,3/31/1865,3/31/1865,Appomatox Campaign,Union Victory,37.14844444,-77.51966667,Wikidata Q1872466,"On March 30, Lee shifted reinforcements to meet the Federal movement to turn his right flank, placing Maj. Gen. W.H. Fitzhugh Lee’s cavalry divisions at Five Forks and transferring Pickett’s division from the Bermuda Hundred front to the extreme right. Warren pushed the V Corps forward and entrenched a line to cover the Boydton Plank Road from its intersection with Dabney Mill Road south to Gravelly Run. Ayres’s division advanced northwest toward White Oak Road. On March 31, in combination with Maj. Gen. Philip Sheridan’s thrust via Dinwiddie Court House, Warren directed his corps against the "
VA088,Five Forks,,VA,4/1/1865,4/1/1865,Appomatox Campaign,Union Victory,37.139444444,-77.622777777,Wikidata Q194329,"Gen. Robert E. Lee ordered Pickett with his infantry division and Munford’s, W.H.F. Lee’s, and Rosser’s cavalry divisions to hold the vital crossroads of Five Forks at all hazard. On April 1, while Sheridan’s cavalry pinned the Confederate force in position, the V Corps under Maj. Gen. G.K. Warren attacked and overwhelmed the Confederate left flank, taking many prisoners. Sheridan personally directed the attack, which extended Lee’s Petersburg lines to the breaking point. Loss of Five Forks threatened Lee’s last supply line, the South Side Railroad. The next morning, Lee informed Jefferson Dav"
VA089,Petersburg III,The Breakthrough,VA,4/2/1865,4/2/1865,Appomatox Campaign,Union Victory,37.1776,-77.4774,Wikidata Q4462586,"With Confederate defeat at Five Forks on April 1, Grant and Meade ordered a general assault against the Petersburg lines by II, IX, VI and XXIV Corps on April 2. A heroic defense of Fort Gregg by a handful of Confederates prevented the Federals from entering the city that night. Lt. Gen. A.P. Hill was killed trying to reach his troops in the confusion. After dark, Lee ordered the evacuation of Petersburg and Richmond. Grant had achieved one of the major military objectives of the war: the capture of Petersburg, which led to the fall of Richmond, the Capitol of the Confederacy."
VA090,Sutherland's Station,,VA,4/2/1865,4/2/1865,Appomatox Campaign,Union Victory,37.1975,-77.5625,Wikidata Q2162088,"Union columns converged on Petersburg on April 2. part Mile's force struck north from White Oak Road meeting elements of four Confederate brigades (Cooke, Scales, MacRae, McGowan) attempting to defend the South Side Railroad. The Confedeerates placed their left flank on Ocran Methodist Church, where it was overun by three Union brigades commanded by Miles. The Confederate defenders were scattered and driven northwestward. With this victory, the Federals possessed the South Side Railroad, Gen. Robert E. Lee's last supply line into Petersburg."
VA091,Amelia Springs,,VA,4/5/1865,4/5/1865,Appomatox Campaign,Indecisive,37.3344,-78.079,Wikidata Q4870292,"On April 5, Confederate cavalry under Fitzhugh Lee and Rosser assaulted Union cavalry under George Crook as they returned from burning Confederate wagons at Painesville. This running fight started north of Amelia Springs and pushed through and beyond Jetersville."
VA092,Rice's Station,Rice's Depot,VA,4/6/1865,4/6/1865,Appomatox Campaign,Union Victory,37.2691,-78.2947,Wikidata Q2233254,"On April 6, Longstreet’s command reached Rice’s Station, its farthest point south, where it was blocked by Union XXIV Corps. After some skirmishing, Longstreet withdrew over the High Bridge during the night toward Farmville."
VA093,Sailor's Creek,"Hillsman Farm, Lockett Farm",VA,4/6/1865,4/6/1865,Appomatox Campaign,Union Victory,37.30551,-78.22797,Wikidata Q1497969,"On April 6 at Sailor’s Creek, nearly one fourth of the retreating Confederate army was cut off by Sheridan’s Cavalry and elements of the II and VI Corps. Most surrendered, including Confederate generals Richard S. Ewell, Barton, Simms, Kershaw, Custis Lee, Dubose, Hunton, and Corse. This action was considered the death knell of the Confederate army. Upon seeing the survivors streaming along the road, Lee exclaimed ’My God, has the army dissolved?’"
VA094,Cumberland Church,Farmville,VA,4/7/1865,4/7/1865,Appomatox Campaign,Confederate Victory,37.3464,-78.3866,Wikidata Q4438390,"Near 2 pm on April 7, the advance of the Union II Corps encountered Confederate forces entrenched on high ground near Cumberland Church. The Union forces attacked twice but were repulsed, and darkness halted the conflict. Union general Smythe was mortally wounded nearby, and J.I. Gregg was captured north of Farmville."
VA095,High Bridge,,VA,4/6/1865,4/7/1865,Appomatox Campaign,Indecisive,37.3122,-78.3177,Wikidata Q1935037,"On April 6, the Confederate cavalry fought stubbornly to secure the Appomattox River bridges. Confederate general Dearing was mortally wounded. On April 7, elements of the II Corps came up against Longstreet’s rear guard attempting to fire the High Bridge and wagon bridge. Union forces were able to save the wagon bridge over which the II Corps crossed in pursuit of Lee’s army. Failure to destroy this bridge enabled Union forces to catch up with the Confederates at Farmville."
VA096,Appomattox Station,,VA,4/8/1865,4/8/1865,Appomatox Campaign,Union Victory,37.35347222,-78.82730556,Wikidata Q2438253,"Custer’s division captured a supply train and twenty-five guns, driving off and scattering the Confederate defenders. This unique action pitted artillery without infantry support against cavalry. Custer captured and burned three trains loaded with provisions for Lee’s army."
VA097,Appomattox Court House,,VA,4/9/1865,4/9/1865,Appomatox Campaign,Union Victory,37.3775,-78.796111111,Wikidata Q1355391,"Early on April 9, the remnants of John Broun Gordon’s corps and Fitzhugh Lee’s cavalry formed line of battle at Appomattox Court House. Gen. Robert E. Lee determined to make one last attempt to escape the closing Union pincers and reach his supplies at Lynchburg. At dawn the Confederates advanced, initially gaining ground against Sheridan’s cavalry. The arrival of Union infantry, however, stopped the advance in its tracks. Lee’s army was now surrounded on three sides. Lee surrendered to Grant on April 9. This was the final engagement of the war in Virginia."
VA098,Petersburg I,Old Men and Young Boys,VA,6/9/1864,6/9/1864,Richmand-Petersburg Campaign,Confederate Victory,37.1776,-77.4774,Wikidata Q4462586,"On June 9, Maj. Gen. Benjamin Butler dispatched about 4,500 cavalry and infantry against the 2,500 Confederate defenders of Petersburg. While Butler’s infantry demonstrated against the outer line of entrenchments east of Petersburg, Kautz’s cavalry division attempted to enter the city from the south via the Jerusalem Plank Road but was repulsed by Home Guards. Afterwards, Butler withdrew. This was called the ’battle of old men and young boys’ by local residents. On June 14-17, the Army of the Potomac crossed the James River and began moving towards Petersburg to support and renew Butler’s assa"
VA099,Trevilian Station,Trevilians,VA,6/11/1864,6/12/1864,Grant's Overland Campaign,Confederate Victory,38.05094444,-78.0745,Wikidata Q1781894,"To draw off the Confederate cavalry and open the door for a general movement to the James River, Maj. Gen. Philip Sheridan mounted a large-scale cavalry raid into Louisa County, threatening to cut the Virginia Central Railroad. On June 11, Sheridan with the Gregg’s and Torbert’s divisions attacked Hampton’s and Fitzhugh Lee’s cavalry divisions at Trevilian Station. Sheridan drove a wedge between the Confederate divisions, throwing them into confusion. On the 12th, fortunes were reversed. Hampton and Lee dismounted their troopers and drew a defensive line across the railroad and the road to Gor"
VA100,Cockpit Point,"Batteries at Evansport, Freestone Point, Shipping Point",VA,1/3/1862,1/3/1862,Confederate Blockade of the Potomac River,Indecisive,38.59125,-77.73152778,Wikidata Q848741,"After victory at First Manassas, the Confederate army established a defensive line from Centreville along the Occoquan River to the Potomac River. In October, the Confederates constructed batteries at Evansport, Freestone Point, Shipping Point, and Cockpit Point to close the Potomac River to shipping and isolate Washington. By mid-December, the Confederates had 37 heavy guns in position along the river. On January 3, Cockpit Point was shelled by Anacostia and Yankee with neither side gaining an advantage. Union ships approached the point again on March 9 but discovered that the Confederates ha"
VA101,Kernstown I,,VA,3/23/1862,3/23/1862,Jackson's Valley Campaign,Union Victory,39.13951,-78.1953,Wikidata Q4128034,"Relying on faulty intelligence that reported the Union garrison at Winchester numbered only about 3,000, ’Stonewall’ Jackson marched aggressively north with his 3,400-man division. The 8,500 Federals, commanded by Col. Nathan Kimball, stopped Jackson at Kernstown and then counterattacked turning Jackson’s left flank and forcing him to retreat. Despite this Union victory, President Lincoln was disturbed by Jackson’s threat to Washington and redirected substantial reinforcements to the Valley, depriving McClellan’s army of these troops. McClellan claimed that the additional troops would have ena"
